-1 0.000000 0.000000 0.000000 0.000000
0 27176.773438 14196.904297 14197.288086 7416.218750
1 27461.759766 14348.908203 14348.812500 7497.005859
2 28174.427734 14731.677734 14727.875977 7700.415039
3 -35909.433594 -18606.431641 -18606.544922 -9640.748047
4 -28184.318359 -14736.250977 -14732.813477 -7702.627441
5 -27471.814453 -14352.760742 -14352.917969 -7498.400391
6 -27176.773438 -14196.904297 -14197.288086 -7416.218750
7 -27461.759766 -14348.908203 -14348.812500 -7497.005859
8 -28174.427734 -14731.677734 -14727.875977 -7700.415039
9 35909.433594 18606.431641 18606.544922 9640.748047
10 28184.318359 14736.250977 14732.813477 7702.627441
11 27471.814453 14352.760742 14352.917969 7498.400391
12 25893.140625 13502.399414 13502.741211 7040.960938
13 26338.269531 13744.686523 13745.024414 7172.583984
14 27204.849609 14211.856445 14211.873047 7423.960938
15 27792.140625 14557.341797 14548.931641 7620.088379
16 -28201.697266 -14755.922852 -14746.002930 -7714.915039
17 -27297.050781 -14255.058594 -14255.187500 -7444.036621
18 -26381.740234 -13765.048828 -13765.449219 -7182.026367
19 -25904.785156 -13507.655273 -13508.062500 -7043.327637
20 -25753.884766 -13426.075195 -13426.458008 -6999.289551
21 -25893.140625 -13502.399414 -13502.741211 -7040.960938
22 -26338.269531 -13744.686523 -13745.024414 -7172.583984
23 -27204.855469 -14211.857422 -14211.874023 -7423.960938
24 -27792.123047 -14557.329102 -14548.919922 -7620.081055
25 28201.697266 14755.922852 14746.002930 7714.915039
26 27297.050781 14255.058594 14255.187500 7444.036621
27 26381.740234 13765.048828 13765.449219 7182.026367
28 25904.785156 13507.655273 13508.062500 7043.327637
29 25753.884766 13426.075195 13426.458008 6999.289551
30 24861.824219 12936.659180 12936.988281 6731.308594
31 25114.818359 13077.558594 13077.842773 6809.461426
32 25581.199219 13334.876953 13335.137695 6951.021484
33 26355.351562 13756.649414 13756.833008 7180.269531
34 27433.968750 14346.272461 14346.259766 7501.796875
35 -34957.070312 -18130.650391 -18133.439453 -9404.776367
36 -27704.181641 -14475.071289 -14474.753906 -7562.587891
37 -26415.205078 -13783.875977 -13784.307617 -7192.570801
38 -25615.966797 -13350.496094 -13350.944336 -6958.051758
39 -25134.068359 -13086.103516 -13086.544922 -6813.238770
40 -24870.611328 -12940.493164 -12940.896484 -6732.997070
