0.000000 0.000000 0.000000 0.000000
10.000000 0.000002 0.000000 1.000000
8.660255 -4.999998 0.500000 0.866026
4.999999 -8.660255 0.866025 0.500000
0.000000 -10.000000 1.000000 0.000000
-4.999999 -8.660255 0.866025 -0.500000
-8.660253 -5.000002 0.500000 -0.866025
-10.000000 -0.000001 0.000000 -1.000000
-8.660254 5.000000 -0.500000 -0.866025
-5.000001 8.660254 -0.866025 -0.500000
-0.000000 10.000000 -1.000000 -0.000000
5.000000 8.660254 -0.866025 0.500000
8.660254 5.000000 -0.500000 0.866025
18.793854 -6.840398 0.342020 0.939693
15.320893 -12.855747 0.642787 0.766045
10.000007 -17.320503 0.866025 0.500000
3.472972 -19.696154 0.984808 0.173649
-3.472963 -19.696156 0.984808 -0.173648
-9.999998 -17.320509 0.866025 -0.500000
-15.320886 -12.855755 0.642788 -0.766044
-18.793852 -6.840408 0.342020 -0.939693
-20.000000 -0.000002 0.000000 -1.000000
-18.793854 6.840400 -0.342020 -0.939693
-15.320892 12.855749 -0.642787 -0.766045
-10.000001 17.320507 -0.866025 -0.500000
-3.472966 19.696156 -0.984808 -0.173648
3.472962 19.696156 -0.984808 0.173648
9.999999 17.320507 -0.866025 0.500000
15.320888 12.855753 -0.642788 0.766044
18.793852 6.840403 -0.342020 0.939693
20.000000 0.000000 0.000000 1.000000
28.977777 -7.764565 0.258819 0.965926
25.980766 -14.999993 0.500000 0.866026
21.213209 -21.213196 0.707107 0.707107
14.999998 -25.980764 0.866025 0.500000
7.764570 -28.977776 0.965926 0.258819
0.000000 -30.000000 1.000000 0.000000
-7.764569 -28.977776 0.965926 -0.258819
-14.999997 -25.980764 0.866025 -0.500000
-21.213200 -21.213207 0.707107 -0.707107
-25.980759 -15.000006 0.500000 -0.866025
-28.977776 -7.764572 0.258819 -0.965926
-30.000000 -0.000003 0.000000 -1.000000
-28.977776 7.764567 -0.258819 -0.965926
-25.980761 15.000001 -0.500000 -0.866025
-21.213203 21.213203 -0.707107 -0.707107
-15.000002 25.980761 -0.866025 -0.500000
-7.764575 28.977774 -0.965926 -0.258819
-0.000001 30.000000 -1.000000 -0.000000
7.764572 28.977776 -0.965926 0.258819
14.999999 25.980762 -0.866025 0.500000
21.213203 21.213203 -0.707107 0.707107
25.980762 15.000000 -0.500000 0.866025
28.977776 7.764572 -0.258819 0.965926
30.000000 0.000000 0.000000 1.000000
39.125904 -8.316470 0.207912 0.978148
36.541821 -16.269461 0.406736 0.913546
32.360687 -23.511396 0.587785 0.809017
26.765228 -29.725788 0.743145 0.669131
19.999996 -34.641018 0.866025 0.500000
12.360685 -38.042259 0.951056 0.309017
4.181153 -39.780872 0.994522 0.104529
-4.181133 -39.780876 0.994522 -0.104528
-12.360684 -38.042259 0.951056 -0.309017
-19.999996 -34.641018 0.866025 -0.500000
-26.765221 -29.725796 0.743145 -0.669131
-32.360676 -23.511414 0.587785 -0.809017
-36.541817 -16.269468 0.406737 -0.913545
-39.125904 -8.316471 0.207912 -0.978148
-40.000000 -0.000003 0.000000 -1.000000
-39.125904 8.316464 -0.207912 -0.978148
-36.541821 16.269463 -0.406737 -0.913545
-32.360680 23.511408 -0.587785 -0.809017
-26.765226 29.725792 -0.743145 -0.669131
-20.000002 34.641014 -0.866025 -0.500000
-12.360682 38.042259 -0.951057 -0.309017
-4.181140 39.780876 -0.994522 -0.104529
4.181137 39.780876 -0.994522 0.104528
12.360678 38.042259 -0.951057 0.309017
19.999998 34.641018 -0.866025 0.500000
26.765224 29.725794 -0.743145 0.669131
32.360680 23.511412 -0.587785 0.809017
36.541817 16.269466 -0.406737 0.913545
39.125904 8.316468 -0.207912 0.978148
40.000000 0.000000 0.000000 1.000000
50.000000 0.000009 0.000000 1.000000
49.240391 -8.682399 0.173648 0.984808
46.984634 -17.100996 0.342020 0.939693
43.301277 -24.999989 0.500000 0.866026
38.302231 -32.139366 0.642787 0.766045
32.139393 -38.302212 0.766044 0.642788
25.000017 -43.301262 0.866025 0.500000
17.101027 -46.984623 0.939692 0.342021
