8.682431 -49.240383 0.984808 0.173649
0.000024 -50.000000 1.000000 0.000000
-8.682407 -49.240387 0.984808 -0.173648
-17.101004 -46.984631 0.939693 -0.342020
-24.999994 -43.301273 0.866025 -0.500000
-32.139374 -38.302227 0.766045 -0.642787
-38.302216 -32.139389 0.642788 -0.766044
-43.301266 -25.000010 0.500000 -0.866025
-46.984627 -17.101019 0.342020 -0.939693
-49.240383 -8.682423 0.173648 -0.984808
-50.000000 -0.000004 0.000000 -1.000000
-49.240391 8.682403 -0.173648 -0.984808
-46.984634 17.101000 -0.342020 -0.939693
-43.301273 24.999992 -0.500000 -0.866025
-38.302231 32.139374 -0.642787 -0.766045
-32.139381 38.302219 -0.766044 -0.642788
-25.000004 43.301270 -0.866025 -0.500000
-17.101011 46.984631 -0.939693 -0.342020
-8.682415 49.240387 -0.984808 -0.173648
-0.000002 50.000000 -1.000000 -0.000000
8.682405 49.240387 -0.984808 0.173648
17.101002 46.984634 -0.939693 0.342020
24.999998 43.301270 -0.866025 0.500000
32.139378 38.302223 -0.766044 0.642788
38.302219 32.139381 -0.642788 0.766044
43.301270 25.000002 -0.500000 0.866025
46.984631 17.101007 -0.342020 0.939693
49.240387 8.682409 -0.173648 0.984808
150.000000 200.000000 -100.000000 0.000000
160.000000 200.000000 -100.000000 1.000000
158.660248 195.000000 -99.500000 0.866026
155.000000 191.339752 -99.133972 0.500000
150.000000 190.000000 -99.000000 0.000000
145.000000 191.339752 -99.133972 -0.500000
141.339752 195.000000 -99.500000 -0.866025
140.000000 200.000000 -100.000000 -1.000000
141.339752 205.000000 -100.500000 -0.866025
145.000000 208.660248 -100.866028 -0.500000
150.000000 210.000000 -101.000000 -0.000000
155.000000 208.660248 -100.866028 0.500000
158.660248 205.000000 -100.500000 0.866025
168.793854 193.159607 -99.657982 0.939693
165.320892 187.144257 -99.357216 0.766045
160.000000 182.679489 -99.133972 0.500000
153.472977 180.303848 -99.015190 0.173649
146.527039 180.303848 -99.015190 -0.173648
140.000000 182.679489 -99.133972 -0.500000
134.679108 187.144241 -99.357208 -0.766044
131.206146 193.159592 -99.657982 -0.939693
130.000000 200.000000 -100.000000 -1.000000
131.206146 206.840393 -100.342018 -0.939693
134.679108 212.855743 -100.642784 -0.766045
140.000000 217.320511 -100.866028 -0.500000
146.527039 219.696152 -100.984810 -0.173648
153.472961 219.696152 -100.984810 0.173648
160.000000 217.320511 -100.866028 0.500000
165.320892 212.855759 -100.642792 0.766044
168.793854 206.840408 -100.342018 0.939693
170.000000 200.000000 -100.000000 1.000000
178.977783 192.235428 -99.741180 0.965926
175.980759 185.000000 -99.500000 0.866026
171.213211 178.786804 -99.292892 0.707107
165.000000 174.019241 -99.133972 0.500000
157.764572 171.022232 -99.034073 0.258819
150.000000 170.000000 -99.000000 0.000000
142.235428 171.022232 -99.034073 -0.258819
135.000000 174.019241 -99.133972 -0.500000
128.786804 178.786789 -99.292892 -0.707107
124.019241 185.000000 -99.500000 -0.866025
121.022224 192.235428 -99.741180 -0.965926
120.000000 200.000000 -100.000000 -1.000000
121.022224 207.764572 -100.258820 -0.965926
124.019241 215.000000 -100.500000 -0.866025
128.786789 221.213196 -100.707108 -0.707107
135.000000 225.980759 -100.866028 -0.500000
142.235428 228.977768 -100.965927 -0.258819
150.000000 230.000000 -101.000000 -0.000000
157.764572 228.977768 -100.965927 0.258819
165.000000 225.980759 -100.866028 0.500000
171.213196 221.213211 -100.707108 0.707107
175.980759 215.000000 -100.500000 0.866025
178.977768 207.764572 -100.258820 0.965926
180.000000 200.000000 -100.000000 1.000000
189.125900 191.683533 -99.792091 0.978148
186.541824 183.730545 -99.593262 0.913546
182.360687 176.488602 -99.412216 0.809017
176.765228 170.274216 -99.256851 0.669131
170.000000 165.358978 -99.133972 0.500000
162.360687 161.957748 -99.048943 0.309017
154.181152 160.219131 -99.005478 0.104529
145.818863 160.219131 -99.005478 -0.104528
137.639313 161.957748 -99.048943 -0.309017
130.000000 165.358978 -99.133972 -0.500000
123.234779 170.274200 -99.256851 -0.669131
117.639320 176.488586 -99.412216 -0.809017
113.458183 183.730530 -99.593262 -0.913545
110.874100 191.683533 -99.792091 -0.978148
110.000000 200.000000 -100.000000 -1.000000
110.874092 208.316467 -100.207909 -0.978148
113.458183 216.269470 -100.406738 -0.913545
117.639320 223.511414 -100.587784 -0.809017
123.234772 229.725784 -100.743149 -0.669131
130.000000 234.641022 -100.866028 -0.500000
137.639313 238.042267 -100.951057 -0.309017
145.818863 239.780869 -100.994522 -0.104529
154.181137 239.780869 -100.994522 0.104528
162.360672 238.042267 -100.951057 0.309017
170.000000 234.641022 -100.866028 0.500000
176.765228 229.725800 -100.743149 0.669131
182.360672 223.511414 -100.587784 0.809017
186.541824 216.269470 -100.406738 0.913545
189.125900 208.316467 -100.207909 0.978148
190.000000 200.000000 -100.000000 1.000000
200.000000 200.000015 -100.000000 1.000000
199.240387 191.317596 -99.826355 0.984808
196.984634 182.899002 -99.657982 0.939693
193.301270 175.000015 -99.500000 0.866026
188.302231 167.860626 -99.357216 0.766045
182.139389 161.697784 -99.233955 0.642788
175.000015 156.698746 -99.133972 0.500000
167.101028 153.015381 -99.060310 0.342021
158.682434 150.759613 -99.015190 0.173649
150.000031 150.000000 -99.000000 0.000000
141.317596 150.759613 -99.015190 -0.173648
132.899002 153.015366 -99.060310 -0.342020
125.000008 156.698730 -99.133972 -0.500000
117.860626 161.697769 -99.233955 -0.642787
111.697784 167.860611 -99.357208 -0.766044
106.698738 174.999985 -99.500000 -0.866025
103.015373 182.898987 -99.657982 -0.939693
100.759613 191.317581 -99.826355 -0.984808
100.000000 200.000000 -100.000000 -1.000000
100.759613 208.682404 -100.173645 -0.984808
103.015366 217.100998 -100.342018 -0.939693
106.698723 224.999985 -100.500000 -0.866025
111.697769 232.139374 -100.642784 -0.766045
117.860619 238.302216 -100.766045 -0.642788
125.000000 243.301270 -100.866028 -0.500000
132.898987 246.984634 -100.939690 -0.342020
141.317581 249.240387 -100.984810 -0.173648
150.000000 250.000000 -101.000000 -0.000000
158.682404 249.240387 -100.984810 0.173648
167.100998 246.984634 -100.939690 0.342020
175.000000 243.301270 -100.866028 0.500000
182.139374 238.302231 -100.766045 0.642788
188.302216 232.139389 -100.642792 0.766044
193.301270 225.000000 -100.500000 0.866025
196.984634 217.101013 -100.342018 0.939693
199.240387 208.682404 -100.173645 0.984808
