-1 0.000000 0.000000 0.000000 0.000000
0 131.407043 -689.862000 -612.234680 3149.215332
1 3277.008301 2234.711670 -203.205841 738.636169
2 7767.263184 4304.955078 9087.741211 6505.269043
3 29396.244141 19448.890625 23760.892578 16035.524414
4 -4175.673828 -6527.064453 -1846.547852 -5505.448730
5 -15947.946289 -9968.673828 -14640.404297 -9829.442383
6 -131.407043 689.862000 612.234680 -3149.215332
7 -3275.768555 -2236.444824 205.142990 -740.171631
8 -7828.109375 -4347.011719 -9130.248047 -6527.178223
9 -29396.244141 -19448.890625 -23760.892578 -16035.524414
10 4127.157715 6489.166016 1812.199829 5495.174316
11 16501.179688 10366.673828 15022.646484 10088.708984
12 8.083194 165.422043 325.474030 6704.632812
13 17159.371094 9789.235352 14812.555664 9115.323242
14 389.853973 1421.324341 1548.275757 5615.499512
15 2866.296631 5504.957520 965.962036 5436.331055
16 -144.817871 -301.867981 -162.161270 -56.733753
17 -13911.127930 -14684.310547 -10038.196289 -11348.312500
18 -962.932068 -2466.676270 675.372498 -3373.846191
19 -2228.941895 -1342.292847 -1000.730896 -625.125610
20 -17799.054688 -15744.773438 -11012.203125 -10347.349609
21 -8.083194 -165.422043 -325.474030 -6704.632812
22 -17159.371094 -9789.235352 -14812.555664 -9115.323242
23 -252.577744 -920.956787 -891.566406 -3222.604004
24 -12083.124023 -12582.289062 -7887.241699 -9119.699219
25 3.782267 250.338501 224.901810 4187.716309
26 2296.400879 2526.227295 1912.627075 2161.594238
27 3200.718018 1770.292603 2105.556152 1177.059204
28 2228.941895 1342.292847 1000.730896 625.125610
29 17799.054688 15744.773438 11012.203125 10347.349609
30 3703.661865 3894.001465 3192.535645 3394.986084
31 2998.022217 234.040115 1170.259521 233.479904
32 1218.605835 -629.819092 -386.694061 218.728882
33 17099.917969 10636.175781 15330.750977 10166.006836
34 20300.292969 19525.439453 15163.585938 15050.761719
35 20380.517578 12996.929688 17541.337891 11691.436523
36 -14671.948242 -8822.507812 -13569.520508 -8915.071289
37 -606.125000 733.332825 976.841125 -1211.824097
38 -1189.434692 -875.531555 -863.622620 -630.230408
