-1 0.000000 0.000000 0.000000 0.000000
0 10.000000 0.000002 0.000000 1.000000
1 8.660255 -4.999998 -0.500000 0.866026
2 4.999999 -8.660255 -0.866025 0.500000
3 0.000000 -10.000000 -1.000000 0.000000
4 -4.999999 -8.660255 -0.866025 -0.500000
5 -8.660253 -5.000002 -0.500000 -0.866025
6 -10.000000 -0.000001 -0.000000 -1.000000
7 -8.660254 5.000000 0.500000 -0.866025
8 -5.000001 8.660254 0.866025 -0.500000
9 -0.000000 10.000000 1.000000 -0.000000
10 5.000000 8.660254 0.866025 0.500000
11 8.660254 5.000000 0.500000 0.866025
12 18.793854 -6.840398 -0.342020 0.939693
13 15.320893 -12.855747 -0.642787 0.766045
14 10.000007 -17.320504 -0.866025 0.500000
15 3.472972 -19.696153 -0.984808 0.173649
16 -3.472963 -19.696155 -0.984808 -0.173648
17 -9.999998 -17.320509 -0.866025 -0.500000
18 -15.320886 -12.855755 -0.642788 -0.766044
19 -18.793851 -6.840408 -0.342020 -0.939693
20 -20.000000 -0.000002 -0.000000 -1.000000
21 -18.793853 6.840400 0.342020 -0.939693
22 -15.320892 12.855749 0.642787 -0.766045
23 -10.000001 17.320507 0.866025 -0.500000
24 -3.472966 19.696155 0.984808 -0.173648
25 3.472962 19.696155 0.984808 0.173648
26 9.999999 17.320508 0.866025 0.500000
27 15.320888 12.855753 0.642788 0.766044
28 18.793852 6.840403 0.342020 0.939693
29 20.000000 0.000000 0.000000 1.000000
30 28.977777 -7.764565 -0.258819 0.965926
31 25.980766 -14.999993 -0.500000 0.866026
32 21.213210 -21.213196 -0.707107 0.707107
33 14.999998 -25.980764 -0.866025 0.500000
34 7.764570 -28.977775 -0.965926 0.258819
35 0.000000 -30.000000 -1.000000 0.000000
36 -7.764569 -28.977775 -0.965926 -0.258819
37 -14.999997 -25.980764 -0.866025 -0.500000
38 -21.213200 -21.213207 -0.707107 -0.707107
39 -25.980759 -15.000006 -0.500000 -0.866025
40 -28.977775 -7.764572 -0.258819 -0.965926
41 -30.000000 -0.000003 -0.000000 -1.000000
42 -28.977776 7.764567 0.258819 -0.965926
43 -25.980761 15.000001 0.500000 -0.866025
44 -21.213204 21.213203 0.707107 -0.707107
45 -15.000002 25.980761 0.866025 -0.500000
46 -7.764575 28.977774 0.965926 -0.258819
47 -0.000001 30.000000 1.000000 -0.000000
48 7.764572 28.977775 0.965926 0.258819
49 14.999999 25.980763 0.866025 0.500000
50 21.213203 21.213204 0.707107 0.707107
51 25.980762 15.000000 0.500000 0.866025
52 28.977775 7.764572 0.258819 0.965926
53 30.000000 0.000000 0.000000 1.000000
54 39.125903 -8.316470 -0.207912 0.978148
55 36.541821 -16.269460 -0.406736 0.913546
56 32.360689 -23.511397 -0.587785 0.809017
57 26.765229 -29.725789 -0.743145 0.669131
58 19.999997 -34.641018 -0.866025 0.500000
59 12.360685 -38.042259 -0.951056 0.309017
60 4.181153 -39.780874 -0.994522 0.104529
61 -4.181133 -39.780876 -0.994522 -0.104528
62 -12.360684 -38.042259 -0.951056 -0.309017
63 -19.999996 -34.641018 -0.866025 -0.500000
64 -26.765221 -29.725796 -0.743145 -0.669131
65 -32.360677 -23.511413 -0.587785 -0.809017
66 -36.541817 -16.269469 -0.406737 -0.913545
67 -39.125903 -8.316471 -0.207912 -0.978148
68 -40.000000 -0.000003 -0.000000 -1.000000
69 -39.125905 8.316464 0.207912 -0.978148
70 -36.541820 16.269463 0.406737 -0.913545
71 -32.360681 23.511408 0.587785 -0.809017
72 -26.765226 29.725791 0.743145 -0.669131
73 -20.000002 34.641015 0.866025 -0.500000
74 -12.360682 38.042260 0.951057 -0.309017
75 -4.181140 39.780876 0.994522 -0.104529
76 4.181137 39.780876 0.994522 0.104528
77 12.360678 38.042261 0.951057 0.309017
78 19.999999 34.641017 0.866025 0.500000
79 26.765224 29.725794 0.743145 0.669131
80 32.360679 23.511411 0.587785 0.809017
81 36.541818 16.269466 0.406737 0.913545
82 39.125904 8.316468 0.207912 0.978148
83 40.000000 0.000000 0.000000 1.000000
84 -43.301275 24.999992 0.500000 -0.866025 
85 -38.302229 32.139372 0.642787 -0.766045 
86 -32.139381 38.302221 0.766044 -0.642788 
87 -25.000003 43.301269 0.866025 -0.500000 
88 -17.101012 46.984629 0.939693 -0.342020 
89 -8.682415 49.240387 0.984808 -0.173648 
90 -0.000002 50.000000 1.000000 -0.000000 
91 8.682405 49.240388 0.984808 0.173648 
92 17.101002 46.984633 0.939693 0.342020 
93 24.999999 43.301271 0.866025 0.500000 
94 32.139378 38.302224 0.766044 0.642788 
95 38.302221 32.139382 0.642788 0.766044 
96 43.301270 25.000001 0.500000 0.866025 
97 46.984631 17.101008 0.342020 0.939693 
98 49.240388 8.682409 0.173648 0.984808 
99 50.000000 0.000000 0.000000 1.000000 
100 49.240388 -8.682409 -0.173648 0.984808 
101 46.984631 -17.101008 -0.342020 0.939693 
102 43.301270 -25.000001 -0.500000 0.866025 
103 38.302221 -32.139382 -0.642788 0.766044 
104 32.139378 -38.302224 -0.766044 0.642788 
105 24.999999 -43.301271 -0.866025 0.500000 
106 17.101002 -46.984633 -0.939693 0.342020 
107 8.682405 -49.240388 -0.984808 0.173648 
108 -0.000002 -50.000000 -1.000000 -0.000000 
109 -8.682415 -49.240387 -0.984808 -0.173648 
110 -17.101012 -46.984629 -0.939693 -0.342020 
111 -25.000003 -43.301269 -0.866025 -0.500000 
112 -32.139381 -38.302221 -0.766044 -0.642788 
113 -38.302229 -32.139372 -0.642787 -0.766045 
114 -43.301275 -24.999992 -0.500000 -0.866025 
115 -46.984634 -17.101000 -0.342020 -0.939693 
116 -49.240389 -8.682403 -0.173648 -0.984808 
117 -50.000000 0.000004 0.000000 -1.000000 
118 -49.240385 8.682423 0.173648 -0.984808 
119 -46.984627 17.101019 0.342020 -0.939693 
